model,condition,pair_id,cell_id,pilot_cell_id,state_role,decl_order,body_order,dep_var,alt_var,useState_form_var,const_form_var,reactive_var,stable_var,role_dep_useState_form,pos_dep_first,decl_dep_first,reactive_body_pos,useState_form_body_pos,prefix,n_tokens,dep_id,alt_id,useState_form_id,const_form_id,close_id,logit_dep,logit_alt,logit_useState_form,logit_const_form,logit_reactive,logit_stable,logit_close,D,LD_stateform,LD_reactive,LD_stateform_direct,LD_stateform_vs_close,LD_constform_vs_close,close_error
gemma3-1b-pt,alias,pair_02,pair_02_alias_c4,pair_02_c4,dep_reactive,stable_first,alt_first,status,cap,status,cap,status,cap,True,False,False,second,second,"const myEffect = useEffect;

function Component() {
  const cap = false;
  const [status, setStatus] = useState(false);

  myEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",58,4818,5565,4818,5565,236842,17.875,18.875,17.875,18.875,17.875,18.875,6.84375,-1.0,-1.0,-1.0,-1.0,11.03125,12.03125,
gemma3-1b-pt,alias,pair_02,pair_02_alias_c5,pair_02_c5,alt_reactive,reactive_first,dep_first,status,cap,cap,status,cap,status,False,True,False,second,second,"const myEffect = useEffect;

function Component() {
  const [cap, setCap] = useState(false);
  const status = false;

  myEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",58,4818,5565,5565,4818,236842,19.25,18.25,18.25,19.25,18.25,19.25,6.84375,1.0,-1.0,-1.0,-1.0,11.40625,12.40625,
gemma3-1b-pt,alias,pair_02,pair_02_alias_c6,pair_02_c6,alt_reactive,reactive_first,alt_first,status,cap,cap,status,cap,status,False,False,False,first,first,"const myEffect = useEffect;

function Component() {
  const [cap, setCap] = useState(false);
  const status = false;

  myEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",58,4818,5565,5565,4818,236842,17.375,19.25,19.25,17.375,19.25,17.375,6.625,-1.875,1.875,1.875,1.875,12.625,10.75,
gemma3-1b-pt,alias,pair_02,pair_02_alias_c7,pair_02_c7,alt_reactive,stable_first,dep_first,status,cap,cap,status,cap,status,False,True,True,second,second,"const myEffect = useEffect;

function Component() {
  const status = false;
  const [cap, setCap] = useState(false);

  myEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",58,4818,5565,5565,4818,236842,19.5,18.375,18.375,19.5,18.375,19.5,6.875,1.125,-1.125,-1.125,-1.125,11.5,12.625,
gemma3-1b-pt,alias,pair_02,pair_02_alias_c8,pair_02_c8,alt_reactive,stable_first,alt_first,status,cap,cap,status,cap,status,False,False,True,first,first,"const myEffect = useEffect;

function Component() {
  const status = false;
  const [cap, setCap] = useState(false);

  myEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",58,4818,5565,5565,4818,236842,17.75,19.375,19.375,17.75,19.375,17.75,6.6875,-1.625,1.625,1.625,1.625,12.6875,11.0625,
gemma3-1b-pt,alias_ctrl,pair_02,pair_02_alias_ctrl_c1,pair_02_c1,dep_reactive,reactive_first,dep_first,status,cap,status,cap,status,cap,True,True,True,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [status, setStatus] = useState(false);
  const cap = false;

  myEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",73,4818,5565,4818,5565,236842,19.75,16.75,19.75,16.75,19.75,16.75,6.5,3.0,3.0,3.0,3.0,13.25,10.25,
gemma3-1b-pt,alias_ctrl,pair_02,pair_02_alias_ctrl_c2,pair_02_c2,dep_reactive,reactive_first,alt_first,status,cap,status,cap,status,cap,True,False,True,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [status, setStatus] = useState(false);
  const cap = false;

  myEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",73,4818,5565,4818,5565,236842,18.125,18.375,18.125,18.375,18.125,18.375,6.40625,-0.25,-0.25,-0.25,-0.25,11.71875,11.96875,
gemma3-1b-pt,alias_ctrl,pair_02,pair_02_alias_ctrl_c3,pair_02_c3,dep_reactive,stable_first,dep_first,status,cap,status,cap,status,cap,True,True,False,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const cap = false;
  const [status, setStatus] = useState(false);

  myEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",73,4818,5565,4818,5565,236842,19.375,17.25,19.375,17.25,19.375,17.25,6.46875,2.125,2.125,2.125,2.125,12.90625,10.78125,
gemma3-1b-pt,alias_ctrl,pair_02,pair_02_alias_ctrl_c4,pair_02_c4,dep_reactive,stable_first,alt_first,status,cap,status,cap,status,cap,True,False,False,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const cap = false;
  const [status, setStatus] = useState(false);

  myEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",73,4818,5565,4818,5565,236842,17.875,18.375,17.875,18.375,17.875,18.375,6.40625,-0.5,-0.5,-0.5,-0.5,11.46875,11.96875,
gemma3-1b-pt,alias_ctrl,pair_02,pair_02_alias_ctrl_c5,pair_02_c5,alt_reactive,reactive_first,dep_first,status,cap,cap,status,cap,status,False,True,False,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [cap, setCap] = useState(false);
  const status = false;

  myEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",73,4818,5565,5565,4818,236842,19.125,18.0,18.0,19.125,18.0,19.125,6.4375,1.125,-1.125,-1.125,-1.125,11.5625,12.6875,
gemma3-1b-pt,alias_ctrl,pair_02,pair_02_alias_ctrl_c6,pair_02_c6,alt_reactive,reactive_first,alt_first,status,cap,cap,status,cap,status,False,False,False,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [cap, setCap] = useState(false);
  const status = false;

  myEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",73,4818,5565,5565,4818,236842,17.25,18.75,18.75,17.25,18.75,17.25,6.375,-1.5,1.5,1.5,1.5,12.375,10.875,
gemma3-1b-pt,alias_ctrl,pair_02,pair_02_alias_ctrl_c7,pair_02_c7,alt_reactive,stable_first,dep_first,status,cap,cap,status,cap,status,False,True,True,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const status = false;
  const [cap, setCap] = useState(false);

  myEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",73,4818,5565,5565,4818,236842,19.5,18.25,18.25,19.5,18.25,19.5,6.5,1.25,-1.25,-1.25,-1.25,11.75,13.0,
gemma3-1b-pt,alias_ctrl,pair_02,pair_02_alias_ctrl_c8,pair_02_c8,alt_reactive,stable_first,alt_first,status,cap,cap,status,cap,status,False,False,True,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const status = false;
  const [cap, setCap] = useState(false);

  myEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",73,4818,5565,5565,4818,236842,17.625,18.875,18.875,17.625,18.875,17.625,6.25,-1.25,1.25,1.25,1.25,12.625,11.375,
gemma3-1b-pt,subscribe,pair_02,pair_02_subscribe_c1,pair_02_c1,dep_reactive,reactive_first,dep_first,status,cap,status,cap,status,cap,True,True,True,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [status, setStatus] = useState(false);
  const cap = false;

  subscribe(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",65,4818,5565,4818,5565,236842,20.375,17.5,20.375,17.5,20.375,17.5,6.6875,2.875,2.875,2.875,2.875,13.6875,10.8125,
gemma3-1b-pt,subscribe,pair_02,pair_02_subscribe_c2,pair_02_c2,dep_reactive,reactive_first,alt_first,status,cap,status,cap,status,cap,True,False,True,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [status, setStatus] = useState(false);
  const cap = false;

  subscribe(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",65,4818,5565,4818,5565,236842,18.625,18.875,18.625,18.875,18.625,18.875,6.5625,-0.25,-0.25,-0.25,-0.25,12.0625,12.3125,
gemma3-1b-pt,subscribe,pair_02,pair_02_subscribe_c3,pair_02_c3,dep_reactive,stable_first,dep_first,status,cap,status,cap,status,cap,True,True,False,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const cap = false;
  const [status, setStatus] = useState(false);

  subscribe(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",65,4818,5565,4818,5565,236842,20.25,17.875,20.25,17.875,20.25,17.875,6.5625,2.375,2.375,2.375,2.375,13.6875,11.3125,
gemma3-1b-pt,subscribe,pair_02,pair_02_subscribe_c4,pair_02_c4,dep_reactive,stable_first,alt_first,status,cap,status,cap,status,cap,True,False,False,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const cap = false;
  const [status, setStatus] = useState(false);

  subscribe(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",65,4818,5565,4818,5565,236842,18.625,18.875,18.625,18.875,18.625,18.875,6.3125,-0.25,-0.25,-0.25,-0.25,12.3125,12.5625,
gemma3-1b-pt,subscribe,pair_02,pair_02_subscribe_c5,pair_02_c5,alt_reactive,reactive_first,dep_first,status,cap,cap,status,cap,status,False,True,False,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [cap, setCap] = useState(false);
  const status = false;

  subscribe(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",65,4818,5565,5565,4818,236842,19.875,18.625,18.625,19.875,18.625,19.875,6.625,1.25,-1.25,-1.25,-1.25,12.0,13.25,
gemma3-1b-pt,subscribe,pair_02,pair_02_subscribe_c6,pair_02_c6,alt_reactive,reactive_first,alt_first,status,cap,cap,status,cap,status,False,False,False,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [cap, setCap] = useState(false);
  const status = false;

  subscribe(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",65,4818,5565,5565,4818,236842,17.75,19.25,19.25,17.75,19.25,17.75,6.40625,-1.5,1.5,1.5,1.5,12.84375,11.34375,
gemma3-1b-pt,subscribe,pair_02,pair_02_subscribe_c7,pair_02_c7,alt_reactive,stable_first,dep_first,status,cap,cap,status,cap,status,False,True,True,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const status = false;
  const [cap, setCap] = useState(false);

  subscribe(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",65,4818,5565,5565,4818,236842,20.0,18.875,18.875,20.0,18.875,20.0,6.5,1.125,-1.125,-1.125,-1.125,12.375,13.5,
gemma3-1b-pt,subscribe,pair_02,pair_02_subscribe_c8,pair_02_c8,alt_reactive,stable_first,alt_first,status,cap,cap,status,cap,status,False,False,True,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const status = false;
  const [cap, setCap] = useState(false);

  subscribe(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",65,4818,5565,5565,4818,236842,18.25,19.5,19.5,18.25,19.5,18.25,6.4375,-1.25,1.25,1.25,1.25,13.0625,11.8125,
gemma3-1b-pt,useEffect,pair_03,pair_03_useEffect_c1,pair_03_c1,dep_reactive,reactive_first,dep_first,mode,max,mode,max,mode,max,True,True,True,first,first,"function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  useEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",51,9074,2074,9074,2074,236842,21.75,19.125,21.75,19.125,21.75,19.125,6.46875,2.625,2.625,2.625,2.625,15.28125,12.65625,
gemma3-1b-pt,useEffect,pair_03,pair_03_useEffect_c2,pair_03_c2,dep_reactive,reactive_first,alt_first,mode,max,mode,max,mode,max,True,False,True,second,second,"function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  useEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",51,9074,2074,9074,2074,236842,21.0,20.375,21.0,20.375,21.0,20.375,6.3125,0.625,0.625,0.625,0.625,14.6875,14.0625,
gemma3-1b-pt,useEffect,pair_03,pair_03_useEffect_c3,pair_03_c3,dep_reactive,stable_first,dep_first,mode,max,mode,max,mode,max,True,True,False,first,first,"function Component() {
  const max = 0;
  const [mode, setMode] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",51,9074,2074,9074,2074,236842,22.0,19.5,22.0,19.5,22.0,19.5,6.6875,2.5,2.5,2.5,2.5,15.3125,12.8125,
gemma3-1b-pt,useEffect,pair_03,pair_03_useEffect_c4,pair_03_c4,dep_reactive,stable_first,alt_first,mode,max,mode,max,mode,max,True,False,False,second,second,"function Component() {
  const max = 0;
  const [mode, setMode] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",51,9074,2074,9074,2074,236842,21.0,20.25,21.0,20.25,21.0,20.25,6.375,0.75,0.75,0.75,0.75,14.625,13.875,
gemma3-1b-pt,useEffect,pair_03,pair_03_useEffect_c5,pair_03_c5,alt_reactive,reactive_first,dep_first,mode,max,max,mode,max,mode,False,True,False,second,second,"function Component() {
  const [max, setMax] = useState(0);
  const mode = 0;

  useEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",51,9074,2074,2074,9074,236842,21.75,18.875,18.875,21.75,18.875,21.75,7.03125,2.875,-2.875,-2.875,-2.875,11.84375,14.71875,
gemma3-1b-pt,useEffect,pair_03,pair_03_useEffect_c6,pair_03_c6,alt_reactive,reactive_first,alt_first,mode,max,max,mode,max,mode,False,False,False,first,first,"function Component() {
  const [max, setMax] = useState(0);
  const mode = 0;

  useEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",51,9074,2074,2074,9074,236842,20.75,20.625,20.625,20.75,20.625,20.75,6.90625,0.125,-0.125,-0.125,-0.125,13.71875,13.84375,
gemma3-1b-pt,useEffect,pair_03,pair_03_useEffect_c7,pair_03_c7,alt_reactive,stable_first,dep_first,mode,max,max,mode,max,mode,False,True,True,second,second,"function Component() {
  const mode = 0;
  const [max, setMax] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",51,9074,2074,2074,9074,236842,21.75,19.0,19.0,21.75,19.0,21.75,6.90625,2.75,-2.75,-2.75,-2.75,12.09375,14.84375,
gemma3-1b-pt,useEffect,pair_03,pair_03_useEffect_c8,pair_03_c8,alt_reactive,stable_first,alt_first,mode,max,max,mode,max,mode,False,False,True,first,first,"function Component() {
  const mode = 0;
  const [max, setMax] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",51,9074,2074,2074,9074,236842,21.0,20.375,20.375,21.0,20.375,21.0,6.6875,0.625,-0.625,-0.625,-0.625,13.6875,14.3125,
gemma3-1b-pt,useLayoutEffect,pair_03,pair_03_useLayoutEffect_c1,pair_03_c1,dep_reactive,reactive_first,dep_first,mode,max,mode,max,mode,max,True,True,True,first,first,"function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",53,9074,2074,9074,2074,236842,21.125,19.125,21.125,19.125,21.125,19.125,5.90625,2.0,2.0,2.0,2.0,15.21875,13.21875,
gemma3-1b-pt,useLayoutEffect,pair_03,pair_03_useLayoutEffect_c2,pair_03_c2,dep_reactive,reactive_first,alt_first,mode,max,mode,max,mode,max,True,False,True,second,second,"function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",53,9074,2074,9074,2074,236842,19.875,20.25,19.875,20.25,19.875,20.25,5.75,-0.375,-0.375,-0.375,-0.375,14.125,14.5,
gemma3-1b-pt,useLayoutEffect,pair_03,pair_03_useLayoutEffect_c3,pair_03_c3,dep_reactive,stable_first,dep_first,mode,max,mode,max,mode,max,True,True,False,first,first,"function Component() {
  const max = 0;
  const [mode, setMode] = useState(0);

  useLayoutEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",53,9074,2074,9074,2074,236842,20.75,19.5,20.75,19.5,20.75,19.5,6.1875,1.25,1.25,1.25,1.25,14.5625,13.3125,
gemma3-1b-pt,useLayoutEffect,pair_03,pair_03_useLayoutEffect_c4,pair_03_c4,dep_reactive,stable_first,alt_first,mode,max,mode,max,mode,max,True,False,False,second,second,"function Component() {
  const max = 0;
  const [mode, setMode] = useState(0);

  useLayoutEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",53,9074,2074,9074,2074,236842,20.0,20.5,20.0,20.5,20.0,20.5,5.84375,-0.5,-0.5,-0.5,-0.5,14.15625,14.65625,
gemma3-1b-pt,useLayoutEffect,pair_03,pair_03_useLayoutEffect_c5,pair_03_c5,alt_reactive,reactive_first,dep_first,mode,max,max,mode,max,mode,False,True,False,second,second,"function Component() {
  const [max, setMax] = useState(0);
  const mode = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",53,9074,2074,2074,9074,236842,20.75,19.0,19.0,20.75,19.0,20.75,6.65625,1.75,-1.75,-1.75,-1.75,12.34375,14.09375,
gemma3-1b-pt,useLayoutEffect,pair_03,pair_03_useLayoutEffect_c6,pair_03_c6,alt_reactive,reactive_first,alt_first,mode,max,max,mode,max,mode,False,False,False,first,first,"function Component() {
  const [max, setMax] = useState(0);
  const mode = 0;

  useLayoutEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",53,9074,2074,2074,9074,236842,19.625,20.5,20.5,19.625,20.5,19.625,6.4375,-0.875,0.875,0.875,0.875,14.0625,13.1875,
gemma3-1b-pt,useLayoutEffect,pair_03,pair_03_useLayoutEffect_c7,pair_03_c7,alt_reactive,stable_first,dep_first,mode,max,max,mode,max,mode,False,True,True,second,second,"function Component() {
  const mode = 0;
  const [max, setMax] = useState(0);

  useLayoutEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",53,9074,2074,2074,9074,236842,21.125,19.125,19.125,21.125,19.125,21.125,6.6875,2.0,-2.0,-2.0,-2.0,12.4375,14.4375,
gemma3-1b-pt,useLayoutEffect,pair_03,pair_03_useLayoutEffect_c8,pair_03_c8,alt_reactive,stable_first,alt_first,mode,max,max,mode,max,mode,False,False,True,first,first,"function Component() {
  const mode = 0;
  const [max, setMax] = useState(0);

  useLayoutEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",53,9074,2074,2074,9074,236842,20.0,20.375,20.375,20.0,20.375,20.0,6.3125,-0.375,0.375,0.375,0.375,14.0625,13.6875,
gemma3-1b-pt,alias,pair_03,pair_03_alias_c1,pair_03_c1,dep_reactive,reactive_first,dep_first,mode,max,mode,max,mode,max,True,True,True,first,first,"const myEffect = useEffect;

function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  myEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",59,9074,2074,9074,2074,236842,20.25,18.75,20.25,18.75,20.25,18.75,6.1875,1.5,1.5,1.5,1.5,14.0625,12.5625,
gemma3-1b-pt,alias,pair_03,pair_03_alias_c2,pair_03_c2,dep_reactive,reactive_first,alt_first,mode,max,mode,max,mode,max,True,False,True,second,second,"const myEffect = useEffect;

function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  myEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",59,9074,2074,9074,2074,236842,19.375,19.625,19.375,19.625,19.375,19.625,6.09375,-0.25,-0.25,-0.25,-0.25,13.28125,13.53125,
gemma3-1b-pt,alias,pair_03,pair_03_alias_c3,pair_03_c3,dep_reactive,stable_first,dep_first,mode,max,mode,max,mode,max,True,True,False,first,first,"const myEffect = useEffect;

function Component() {
  const max = 0;
  const [mode, setMode] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",59,9074,2074,9074,2074,236842,20.125,18.75,20.125,18.75,20.125,18.75,6.5625,1.375,1.375,1.375,1.375,13.5625,12.1875,
gemma3-1b-pt,alias,pair_03,pair_03_alias_c4,pair_03_c4,dep_reactive,stable_first,alt_first,mode,max,mode,max,mode,max,True,False,False,second,second,"const myEffect = useEffect;

function Component() {
  const max = 0;
  const [mode, setMode] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",59,9074,2074,9074,2074,236842,19.75,19.5,19.75,19.5,19.75,19.5,6.375,0.25,0.25,0.25,0.25,13.375,13.125,
gemma3-1b-pt,alias,pair_03,pair_03_alias_c5,pair_03_c5,alt_reactive,reactive_first,dep_first,mode,max,max,mode,max,mode,False,True,False,second,second,"const myEffect = useEffect;

function Component() {
  const [max, setMax] = useState(0);
  const mode = 0;

  myEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",59,9074,2074,2074,9074,236842,20.25,18.75,18.75,20.25,18.75,20.25,7.0625,1.5,-1.5,-1.5,-1.5,11.6875,13.1875,
gemma3-1b-pt,alias,pair_03,pair_03_alias_c6,pair_03_c6,alt_reactive,reactive_first,alt_first,mode,max,max,mode,max,mode,False,False,False,first,first,"const myEffect = useEffect;

function Component() {
  const [max, setMax] = useState(0);
  const mode = 0;

  myEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",59,9074,2074,2074,9074,236842,19.125,19.75,19.75,19.125,19.75,19.125,6.8125,-0.625,0.625,0.625,0.625,12.9375,12.3125,
gemma3-1b-pt,alias,pair_03,pair_03_alias_c7,pair_03_c7,alt_reactive,stable_first,dep_first,mode,max,max,mode,max,mode,False,True,True,second,second,"const myEffect = useEffect;

function Component() {
  const mode = 0;
  const [max, setMax] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",59,9074,2074,2074,9074,236842,20.25,18.75,18.75,20.25,18.75,20.25,6.90625,1.5,-1.5,-1.5,-1.5,11.84375,13.34375,
gemma3-1b-pt,alias,pair_03,pair_03_alias_c8,pair_03_c8,alt_reactive,stable_first,alt_first,mode,max,max,mode,max,mode,False,False,True,first,first,"const myEffect = useEffect;

function Component() {
  const mode = 0;
  const [max, setMax] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",59,9074,2074,2074,9074,236842,19.625,19.875,19.875,19.625,19.875,19.625,6.65625,-0.25,0.25,0.25,0.25,13.21875,12.96875,
gemma3-1b-pt,alias_ctrl,pair_03,pair_03_alias_ctrl_c1,pair_03_c1,dep_reactive,reactive_first,dep_first,mode,max,mode,max,mode,max,True,True,True,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  myEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",74,9074,2074,9074,2074,236842,19.875,18.5,19.875,18.5,19.875,18.5,5.8125,1.375,1.375,1.375,1.375,14.0625,12.6875,
gemma3-1b-pt,alias_ctrl,pair_03,pair_03_alias_ctrl_c2,pair_03_c2,dep_reactive,reactive_first,alt_first,mode,max,mode,max,mode,max,True,False,True,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  myEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",74,9074,2074,9074,2074,236842,19.5,19.375,19.5,19.375,19.5,19.375,5.875,0.125,0.125,0.125,0.125,13.625,13.5,
gemma3-1b-pt,alias_ctrl,pair_03,pair_03_alias_ctrl_c3,pair_03_c3,dep_reactive,stable_first,dep_first,mode,max,mode,max,mode,max,True,True,False,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const max = 0;
  const [mode, setMode] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",74,9074,2074,9074,2074,236842,19.5,18.5,19.5,18.5,19.5,18.5,5.90625,1.0,1.0,1.0,1.0,13.59375,12.59375,
gemma3-1b-pt,alias_ctrl,pair_03,pair_03_alias_ctrl_c4,pair_03_c4,dep_reactive,stable_first,alt_first,mode,max,mode,max,mode,max,True,False,False,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const max = 0;
  const [mode, setMode] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",74,9074,2074,9074,2074,236842,19.375,19.125,19.375,19.125,19.375,19.125,5.90625,0.25,0.25,0.25,0.25,13.46875,13.21875,
gemma3-1b-pt,alias_ctrl,pair_03,pair_03_alias_ctrl_c5,pair_03_c5,alt_reactive,reactive_first,dep_first,mode,max,max,mode,max,mode,False,True,False,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [max, setMax] = useState(0);
  const mode = 0;

  myEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",74,9074,2074,2074,9074,236842,19.5,18.75,18.75,19.5,18.75,19.5,6.625,0.75,-0.75,-0.75,-0.75,12.125,12.875,
gemma3-1b-pt,alias_ctrl,pair_03,pair_03_alias_ctrl_c6,pair_03_c6,alt_reactive,reactive_first,alt_first,mode,max,max,mode,max,mode,False,False,False,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [max, setMax] = useState(0);
  const mode = 0;

  myEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",74,9074,2074,2074,9074,236842,18.625,19.625,19.625,18.625,19.625,18.625,6.5,-1.0,1.0,1.0,1.0,13.125,12.125,
gemma3-1b-pt,alias_ctrl,pair_03,pair_03_alias_ctrl_c7,pair_03_c7,alt_reactive,stable_first,dep_first,mode,max,max,mode,max,mode,False,True,True,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const mode = 0;
  const [max, setMax] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",74,9074,2074,2074,9074,236842,19.75,18.75,18.75,19.75,18.75,19.75,6.375,1.0,-1.0,-1.0,-1.0,12.375,13.375,
gemma3-1b-pt,alias_ctrl,pair_03,pair_03_alias_ctrl_c8,pair_03_c8,alt_reactive,stable_first,alt_first,mode,max,max,mode,max,mode,False,False,True,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const mode = 0;
  const [max, setMax] = useState(0);

  myEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",74,9074,2074,2074,9074,236842,19.25,19.5,19.5,19.25,19.5,19.25,6.28125,-0.25,0.25,0.25,0.25,13.21875,12.96875,
gemma3-1b-pt,subscribe,pair_03,pair_03_subscribe_c1,pair_03_c1,dep_reactive,reactive_first,dep_first,mode,max,mode,max,mode,max,True,True,True,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  subscribe(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",66,9074,2074,9074,2074,236842,20.25,18.625,20.25,18.625,20.25,18.625,5.90625,1.625,1.625,1.625,1.625,14.34375,12.71875,
gemma3-1b-pt,subscribe,pair_03,pair_03_subscribe_c2,pair_03_c2,dep_reactive,reactive_first,alt_first,mode,max,mode,max,mode,max,True,False,True,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  subscribe(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",66,9074,2074,9074,2074,236842,19.875,19.5,19.875,19.5,19.875,19.5,5.96875,0.375,0.375,0.375,0.375,13.90625,13.53125,
